2MASS,logL,Umag,Bmag,Vmag,Imag,U-B,B-V,UV
05092376-7111062,4.008,17.827,16.085,14.414,12.92,1.742,1.671,0
05050073-6837326,3.602,18.704,16.962,15.437,13.88,1.742,1.525,4
05172744-6918284,3.883,18.27,16.528,14.927,13.927,1.742,1.601,0
05081856-6827339,3.591,18.901,17.159,15.517,14,1.742,1.642,4
05494789-6952000,3.526,18.948,17.206,15.704,14.122,1.742,1.502,4
05014013-6551519,4.24,17.458,15.715,14.044,12.365,1.743,1.671,4
04494841-6917559,4.125,17.772,16.029,14.358,12.561,1.743,1.671,4
05070653-6836327,3.597,18.61,16.867,15.249,13.839,1.743,1.618,4
05455613-6747570,4.217,17.378,15.635,13.967,12.414,1.743,1.668,4
05351533-6629460,4.29,17.105,15.362,13.777,99.999,1.743,1.585,4
05260340-6922065,3.6,18.547,16.804,15.172,13.888,1.743,1.632,4
05060409-6815541,3.647,18.255,16.511,15.026,13.632,1.744,1.485,4
05281540-6658526,4.974,16.671,14.927,12.74,99.999,1.744,2.187,4
05115891-6923501,3.84,18.045,16.301,14.709,13.112,1.744,1.592,0
05134906-7044581,4.036,17.927,16.182,14.477,12.773,1.745,1.705,4
04511527-6957222,3.966,18.03,16.285,14.583,12.982,1.745,1.702,4
04581944-6906101,3.778,18.401,16.656,15.069,13.461,1.745,1.587,4
05080286-6828348,3.949,17.865,16.119,14.487,12.984,1.746,1.632,0
04544683-6707046,4.366,17.314,15.568,13.854,12.298,1.746,1.714,4
05292370-6737400,3.771,18.068,16.322,14.888,13.026,1.746,1.434,3
04561798-7043054,3.9,18.545,16.799,15.019,13.181,1.746,1.78,4
05154184-6902117,3.603,18.545,16.799,15.253,13.826,1.746,1.546,4
04573272-6912246,3.576,18.765,17.019,15.472,14.015,1.746,1.547,4
05363592-6627386,4.956,16.205,14.457,12.692,99.999,1.748,1.765,4
05414333-6713220,4.173,17.598,15.85,14.154,11.18,1.748,1.696,4
05394986-6925178,4.004,18.299,16.551,14.766,13.004,1.748,1.785,4
05153737-6931520,3.677,18.439,16.691,15.109,13.493,1.748,1.582,4
04495908-7031310,3.623,18.579,16.831,15.326,13.822,1.748,1.505,4
05341948-6859367,4.848,16.863,15.114,13.156,10.431,1.749,1.958,4
05243872-6830235,3.809,18.403,16.654,15.044,13.4,1.749,1.61,4
05105928-6917370,3.642,18.519,16.77,15.266,13.668,1.749,1.504,4
04581425-6709354,4.674,17.143,15.394,13.536,11.191,1.749,1.858,4
05275085-6855145,4.117,18.181,16.432,14.756,12.12,1.749,1.676,4
05422150-7123558,3.997,17.806,16.057,14.406,12.947,1.749,1.651,0
04555882-6937070,3.866,18.138,16.389,14.786,13.165,1.749,1.603,3
04533963-6938021,3.882,18.137,16.387,14.746,13.208,1.75,1.641,3
05150638-6913585,3.609,18.473,16.723,15.159,13.854,1.75,1.564,0
05420132-7019414,3.587,18.722,16.972,15.381,13.929,1.75,1.591,4
05182706-6652380,3.639,18.612,16.861,15.295,13.76,1.751,1.566,0
05274504-7132280,4.624,17.661,15.91,13.961,11.501,1.751,1.949,4
05251445-7031192,4.01,17.829,16.077,14.431,12.858,1.752,1.646,0
05002888-6723068,4.458,17.065,15.313,13.61,11.753,1.752,1.703,4
04570121-7031553,4.113,17.457,15.705,14.121,12.598,1.752,1.584,4
05281347-6849237,3.631,18.434,16.682,15.205,13.748,1.752,1.477,4
05465794-6715335,3.73,18.453,16.7,15.127,13.611,1.753,1.573,3
05443877-6935036,3.607,18.715,16.962,15.444,13.882,1.753,1.518,4
05141799-6839057,4.542,17.88,16.126,14.328,11.732,1.754,1.798,4
05275434-7025168,3.858,18.112,16.358,14.61,13.286,1.754,1.748,4
05123052-6913481,3.736,18.557,16.802,15,13.467,1.755,1.802,4
05364551-6648501,4.196,17.418,15.663,14.14,99.999,1.755,1.523,4
05323742-6659020,3.844,17.689,15.934,14.637,13.178,1.755,1.297,4
05272610-6944304,3.577,18.609,16.854,15.384,13.91,1.755,1.47,4
04555753-7021006,4.21,17.453,15.697,14.003,12.333,1.756,1.694,0
05323446-6630144,3.869,17.979,16.223,14.735,13.235,1.756,1.488,0
05225920-6945255,3.774,18.221,16.465,14.84,13.331,1.756,1.625,4
05394776-7052340,3.658,18.354,16.598,15.075,13.719,1.756,1.523,4
05331843-6641363,4.674,16.718,14.962,13.152,99.999,1.756,1.81,4
04581240-6945240,4.058,18.048,16.291,14.688,12.844,1.757,1.603,4
05235730-6930488,4.087,17.695,15.938,14.119,12.619,1.757,1.819,0
04510256-6806138,3.943,18.346,16.589,14.905,13.106,1.757,1.684,4
04550676-6833444,3.579,18.681,16.924,15.378,13.907,1.757,1.546,4
05434378-6818490,3.562,18.716,16.959,15.462,13.934,1.757,1.497,4
05230658-6608334,4.478,17.181,15.424,13.656,99.999,1.757,1.768,4
05305782-7041303,4.332,17.269,15.511,13.804,12.038,1.758,1.707,1
05110009-6913410,4.245,17.61,15.852,14.074,12.439,1.758,1.778,4
04585214-6832499,3.825,18.05,16.292,14.658,13.231,1.758,1.634,4
04504941-6905499,3.846,18.383,16.625,15.015,13.411,1.758,1.61,4
04573391-7002408,3.832,18.146,16.388,14.759,13.528,1.758,1.629,4
05274521-6657097,3.631,18.621,16.863,15.349,14.013,1.758,1.514,4
05300940-6707158,4.409,16.989,15.231,13.634,10.399,1.758,1.597,4
05102650-6906124,4.211,17.44,15.682,14.082,12.421,1.758,1.6,4
05391620-7020142,3.643,18.734,16.976,15.39,13.861,1.758,1.586,4
05031425-6820142,4.767,16.733,14.974,13.126,10.969,1.759,1.848,4
05013066-7014058,3.975,17.765,16.006,14.411,12.805,1.759,1.595,4
04550789-6851087,3.82,17.992,16.233,14.741,13.291,1.759,1.492,4
05090384-6915466,4.129,17.615,15.855,14.153,12.395,1.76,1.702,0
04511482-6917522,4.05,18.11,16.35,14.681,12.78,1.76,1.669,4
05310210-6921039,3.683,18.531,16.771,15.101,13.72,1.76,1.67,4
05400924-7019373,3.587,18.775,17.015,15.333,13.959,1.76,1.682,4
05040738-6613458,4.764,16.362,14.601,13.003,9.329,1.761,1.598,0
05214729-6812312,4.23,17.365,15.604,13.897,12.257,1.761,1.707,0
04575542-6923235,3.952,17.945,16.184,14.623,13.016,1.761,1.561,4
05281686-6617285,3.907,18.476,16.715,15.112,13.016,1.761,1.603,0
05004421-6910552,3.837,18.131,16.37,14.701,13.281,1.761,1.669,0
05093664-7027393,3.72,18.171,16.41,14.991,13.417,1.761,1.419,0
04553864-7038352,4.066,17.65,15.888,14.277,12.67,1.762,1.611,4
05032488-6613114,4.258,17.375,15.613,14.006,10.76,1.762,1.607,4
04533209-6648591,4.165,17.621,15.858,14.152,12.301,1.763,1.706,4
05365466-7146095,4.206,17.525,15.762,14.091,12.341,1.763,1.671,0
04552329-7052495,4.136,17.644,15.881,14.179,12.482,1.763,1.702,4
05100232-6847397,4.066,17.621,15.858,14.187,12.721,1.763,1.671,0
05135713-6704316,4.568,17.353,15.59,13.691,11.58,1.763,1.899,4
04475277-6911042,4.534,17.06,15.296,13.683,11.423,1.764,1.613,2
05002876-7013524,4.196,17.279,15.515,13.838,12.419,1.764,1.677,4
05080801-6910392,3.738,18.31,16.546,15.032,13.81,1.764,1.514,4
05431928-6727114,3.603,19.08,17.316,15.657,13.981,1.764,1.659,4
05393557-6931322,4.302,17.605,15.841,14.095,12.256,1.764,1.746,4
05461610-6832166,4.133,17.643,15.879,14.16,12.58,1.764,1.719,4
05100374-6849454,3.554,18.719,16.955,15.38,14.07,1.764,1.575,4
05003252-6753557,3.841,18.591,16.826,15.063,13.306,1.765,1.763,4
05114941-7102541,3.679,18.57,16.805,15.185,13.648,1.765,1.62,0
05061091-6843014,3.782,18.137,16.371,14.816,13.4,1.766,1.555,0
04562111-6751009,3.703,18.562,16.796,15.153,13.544,1.766,1.643,4
05103532-7118451,4.458,17.546,15.779,13.808,11.845,1.767,1.971,0
05424131-7003282,3.752,18.485,16.718,15.184,13.749,1.767,1.534,4
05232852-6809220,3.643,19.303,17.536,15.826,13.897,1.767,1.71,0
05400923-7002041,3.572,18.909,17.142,15.592,14.001,1.767,1.55,4
05034367-6855159,3.715,18.193,16.426,15.021,13.653,1.767,1.405,0
05263558-6952031,3.945,18.185,16.417,14.905,13.497,1.768,1.512,4
05043211-6619094,4.206,17.283,15.515,13.938,12.396,1.768,1.577,0
05070418-7031282,3.903,17.858,16.09,14.559,13.113,1.768,1.531,0
04571470-6914257,3.598,18.734,16.966,15.382,13.907,1.768,1.584,4
05033074-6612166,4.068,17.483,15.714,14.197,11.584,1.769,1.517,4
05284556-6859241,4.106,17.564,15.795,14.278,11.846,1.769,1.517,4
04575988-6950296,4.161,17.452,15.683,14.038,12.501,1.769,1.645,4
05415876-7024050,3.903,18.393,16.624,14.857,13.213,1.769,1.767,4
04563777-7001362,3.838,18.303,16.534,14.849,13.301,1.769,1.685,4
05294987-6955541,3.667,18.088,16.319,14.994,13.587,1.769,1.325,4
05353631-7103371,4.079,17.686,15.916,14.31,12.587,1.77,1.606,4
04561486-6822417,4.135,18.223,16.453,14.636,12.686,1.77,1.817,4
04425258-7007482,3.841,18.301,16.531,14.904,13.366,1.77,1.627,4
05185110-6618278,3.729,18.3,16.53,15.077,13.582,1.77,1.453,0
05351162-7118059,3.846,18.327,16.557,14.953,13.32,1.77,1.604,4
05010024-6944146,3.686,18.58,16.809,15.108,13.615,1.771,1.701,4
05234794-7007348,4.534,17.523,15.752,14.032,12.381,1.771,1.72,4
05250779-6947436,4.181,18.421,16.65,15.072,12.765,1.771,1.578,4
05261746-6939525,3.781,18.049,16.278,14.856,13.396,1.771,1.422,4
04561136-7110464,3.53,18.93,17.159,15.59,14.072,1.771,1.569,4
04551034-6655547,4.044,17.705,15.933,14.345,12.717,1.772,1.588,0
04525429-6932190,3.907,18.206,16.434,14.842,13.177,1.772,1.592,4
04470684-6914200,3.823,18.543,16.771,15.107,13.368,1.772,1.664,4
05445773-6805268,3.737,18.686,16.914,15.218,13.729,1.772,1.696,4
05404795-6645362,3.64,18.612,16.84,15.302,13.788,1.772,1.538,4
05013306-7103422,4.367,17.174,15.402,13.652,11.97,1.772,1.75,4
04504566-6750516,4.591,17.459,15.687,13.806,99.999,1.772,1.881,4
04545316-6650283,3.847,18.251,16.479,14.87,13.246,1.772,1.609,4
05095199-6827281,4.163,17.464,15.691,14.061,12.738,1.773,1.63,0
05162812-6919308,4.395,17.479,15.706,14.025,11.907,1.773,1.681,4
05113473-6903580,3.847,18.53,16.757,15,13.37,1.773,1.757,0
05261062-7023393,3.754,18.686,16.913,15.262,13.676,1.773,1.651,0
04485868-6944598,3.734,18.688,16.914,15.208,13.659,1.774,1.706,4
05175050-6832216,3.669,18.455,16.681,15.123,13.662,1.774,1.558,0
05411785-6911546,3.726,18.912,17.138,15.446,13.733,1.774,1.692,4
05253504-6615135,4.217,17.433,15.659,13.995,10.886,1.774,1.664,0
04562889-6918576,3.769,17.96,16.186,14.856,13.398,1.774,1.33,4
05270836-6828094,3.695,18.071,16.297,14.903,13.592,1.774,1.394,4
05493441-6818170,3.697,18.556,16.782,15.227,13.708,1.774,1.555,4
05404819-6922225,4.636,17.906,16.131,14.089,11.635,1.775,2.042,4
05204664-6829481,3.796,18.279,16.504,14.954,13.406,1.775,1.55,0
05200905-6914478,3.714,18.341,16.566,15.033,13.416,1.775,1.533,0
05312535-7147556,3.776,18.444,16.668,15.056,13.458,1.776,1.612,3
04425277-6952034,3.756,18.415,16.639,15.073,13.538,1.776,1.566,4
05102243-6708064,4.389,17.155,15.378,13.66,11.873,1.777,1.718,1
05234255-6953533,3.587,18.627,16.849,15.426,13.776,1.778,1.423,3
05420708-6902532,4.493,17.496,15.718,13.839,99.999,1.778,1.879,4
05472661-6753303,4.896,16.154,14.376,12.475,10.691,1.778,1.901,2
04494197-7001410,4.174,17.553,15.775,14.124,12.393,1.778,1.651,4
05315455-6708217,4.503,16.863,15.084,13.356,9.859,1.779,1.728,4
05030495-6808086,5.162,15.133,13.354,11.806,9.972,1.779,1.548,2
05195328-6927335,5.009,16.183,14.404,12.486,10.405,1.779,1.918,0
05211774-6936481,3.82,18.485,16.706,15.017,13.37,1.779,1.689,4
05492895-6716329,3.848,18.316,16.536,14.856,13.271,1.78,1.68,4
05044926-6828507,3.588,19.141,17.361,15.658,13.963,1.78,1.703,4
05234523-6931576,4.129,17.752,15.972,14.101,12.634,1.78,1.871,4
05041389-7037265,4.292,17.202,15.422,13.762,12.213,1.78,1.66,4
05211947-6901257,3.809,18.198,16.418,14.879,13.402,1.78,1.539,0
05341875-7023154,3.664,18.78,17,15.223,13.852,1.78,1.777,4
04484968-6704388,3.58,18.834,17.054,15.468,13.924,1.78,1.586,4
04565839-6939100,4.317,17.054,15.273,13.56,12.018,1.781,1.713,4
05411162-6927226,4.185,17.831,16.05,14.261,12.568,1.781,1.789,4
04520270-6944433,4.023,18.043,16.262,14.465,12.886,1.781,1.797,4
05330743-6957010,3.678,18.345,16.564,14.94,13.659,1.781,1.624,0
05405577-6828323,3.68,18.5,16.719,15.194,13.687,1.781,1.525,4
05493155-6942227,3.541,19.069,17.288,15.729,16.365,1.781,1.559,4
05010471-6907402,3.824,18.237,16.455,14.755,13.357,1.782,1.7,4
05051773-6841001,3.743,18.177,16.395,14.915,13.437,1.782,1.48,0
05454256-6701525,3.736,18.063,16.281,14.908,99.999,1.782,1.373,4
05263420-6628412,4.098,17.935,16.152,14.45,12.753,1.783,1.702,0
05112114-7027404,3.573,20.482,18.699,17.181,14.795,1.783,1.518,0
05274758-6605485,4.254,17.741,15.958,14.269,10.911,1.783,1.689,0
05265420-7154500,4.163,18.044,16.261,14.461,12.414,1.783,1.8,0
04570244-6655431,3.899,17.853,16.07,14.622,13.071,1.783,1.448,0
05060828-7124166,3.964,18.006,16.223,14.617,99.999,1.783,1.606,4
05133325-6720395,5.174,15.837,14.053,12.142,9.722,1.784,1.911,4
04505250-6912267,4.502,17.598,15.814,13.992,11.827,1.784,1.822,4
04575314-6848390,4.099,17.891,16.107,14.387,12.718,1.784,1.72,4
04563966-6650084,4.471,16.811,15.027,13.357,11.655,1.784,1.67,4
05452625-6743557,4.333,18.733,16.948,15.164,12.424,1.785,1.784,4
04594528-7013530,4.01,17.674,15.889,14.291,12.732,1.785,1.598,4
04515448-6704437,4.082,18.066,16.281,14.519,12.743,1.785,1.762,4
05530632-6934231,3.863,18.042,16.257,14.77,13.221,1.785,1.487,0
04430178-6916383,3.883,18.374,16.589,14.981,13.236,1.785,1.608,0
05253857-6827090,3.68,18.524,16.739,15.217,13.623,1.785,1.522,4
05044449-7017073,3.608,18.809,17.024,15.411,13.807,1.785,1.613,0
04472620-7004364,3.577,18.799,17.014,15.433,14.026,1.785,1.581,4
05301193-6916413,3.943,18.025,16.239,14.553,13.065,1.786,1.686,4
05125734-6855166,3.775,18.217,16.431,14.907,13.449,1.786,1.524,0
05465817-6948249,3.742,19.043,17.257,15.507,13.78,1.786,1.75,4
05024291-6900182,3.637,18.272,16.486,15.073,13.796,1.786,1.413,0
05444451-7100490,4.193,17.453,15.667,13.979,12.474,1.786,1.688,4
05320148-6651094,4.705,17.017,15.231,13.4,99.999,1.786,1.831,4
04464890-6857211,4.147,17.608,15.822,14.154,12.433,1.786,1.668,4
04453213-6954599,3.724,18.555,16.769,15.109,13.647,1.786,1.66,0
05432730-7042482,3.66,18.494,16.708,15.171,13.747,1.786,1.537,4
04560622-7040045,3.964,18.083,16.296,14.599,12.992,1.787,1.697,4
05081251-6826554,3.664,18.546,16.759,15.156,13.674,1.787,1.603,0
05021698-6845526,3.864,17.995,16.208,14.696,13.216,1.787,1.512,4
05072112-6857589,3.661,18.437,16.65,15.128,13.817,1.787,1.522,4
05334274-7006575,4.873,16.97,15.182,13.146,10.878,1.788,2.036,4
04591984-6545377,4.739,16.672,14.884,13.08,11.151,1.788,1.804,3
04572017-6851255,3.766,18.189,16.401,14.855,13.433,1.788,1.546,0
05055077-6908278,3.819,18.265,16.477,14.934,13.508,1.788,1.543,0
05022126-6919005,4.149,17.786,15.998,14.176,12.505,1.788,1.822,4
05382911-6628257,3.72,18.514,16.725,15.22,13.626,1.789,1.505,4
05280586-6737490,4.891,16.613,14.824,12.946,9.333,1.789,1.878,4
05032192-6629492,4.233,17.451,15.662,14.022,12.359,1.789,1.64,4
04543809-6650338,4.408,18.106,16.317,14.506,12.107,1.789,1.811,4
05005494-6812430,4.03,18.556,16.767,15.075,12.896,1.789,1.692,4
05023843-6850212,3.74,18.452,16.663,15.073,13.604,1.789,1.59,4
05005997-6550284,4.705,16.569,14.779,12.891,11.183,1.79,1.888,4
04585325-6823563,3.928,18.267,16.477,14.754,12.982,1.79,1.723,3
04492008-6952471,4.051,17.847,16.057,14.363,12.676,1.79,1.694,4
04584256-7001308,3.995,17.821,16.031,14.403,12.844,1.79,1.628,4
05071906-7021362,3.911,17.938,16.147,14.637,13.135,1.791,1.51,4
04563801-6930223,3.781,18.571,16.78,15.197,13.566,1.791,1.583,4
05493124-6949010,4.298,17.804,16.012,14.307,12.385,1.792,1.705,4
05463272-6951210,4.012,18.094,16.302,14.604,12.93,1.792,1.698,4
05421406-6927000,4.069,17.764,15.971,14.288,12.665,1.793,1.683,4
05224809-6923144,3.948,17.901,16.108,14.626,13.021,1.793,1.482,4
05153756-6900177,3.64,18.332,16.539,15.16,13.734,1.793,1.379,0
05283652-6637488,4.644,17.171,15.378,13.615,99.999,1.793,1.763,4
05212967-6929426,4.432,17.028,15.234,13.642,11.719,1.794,1.592,0
05290336-6741157,4.498,17.817,16.023,14.201,10.126,1.794,1.822,4
05480542-6756126,3.775,18.289,16.495,14.931,13.455,1.794,1.564,4
05044551-6915086,3.612,18.601,16.807,15.205,13.809,1.794,1.602,4
05360243-6707425,3.562,18.997,17.203,15.638,14.044,1.794,1.565,4
05350374-6651477,4.55,16.757,14.963,13.256,9.746,1.794,1.707,4
05505725-6823237,4.736,16.513,14.719,12.784,99.999,1.794,1.935,4
05232686-6648091,3.993,17.798,16.003,14.522,12.741,1.795,1.481,4
05294255-6700457,4.371,17.168,15.373,13.677,10.511,1.795,1.696,4
04572637-6623256,5.054,17.225,15.43,13.355,99.999,1.795,2.075,4
05003983-6704418,3.938,18.028,16.232,14.608,12.997,1.796,1.624,4
04572463-6828195,3.683,18.45,16.654,15.04,13.544,1.796,1.614,4
05032046-6841022,3.641,18.479,16.683,15.234,13.74,1.796,1.449,0
05431633-6929314,3.627,18.851,17.055,15.447,13.861,1.796,1.608,4
04412336-6851303,4.059,17.882,16.086,14.452,12.767,1.796,1.634,0
05465222-6904333,3.697,18.882,17.086,15.446,13.783,1.796,1.64,4
04563006-6656235,4.266,17.77,15.973,14.14,12.342,1.797,1.833,0
05061048-6741512,4.612,16.785,14.988,12.963,11.377,1.797,2.025,0
05212350-6816333,4.203,17.747,15.95,14.228,12.306,1.797,1.722,0
05363704-6823411,4.213,17.48,15.683,14.024,12.329,1.797,1.659,4
04594222-6900310,3.589,18.61,16.812,15.344,13.858,1.798,1.468,4
05291488-6559036,4.589,16.464,14.666,13.049,99.999,1.798,1.617,2
04560097-6630350,5.015,16.361,14.563,12.728,99.999,1.798,1.835,0
05553638-6816216,3.58,18.649,16.851,15.373,13.901,1.798,1.478,0
05111482-7011065,4.173,17.642,15.843,14.067,12.363,1.799,1.776,0
05172566-6926239,4.191,17.909,16.11,14.508,12.486,1.799,1.602,0
04493937-6938449,3.909,18.043,16.244,14.584,13.081,1.799,1.66,4
05343773-7012207,3.895,18.313,16.514,14.719,13.304,1.799,1.795,4
05253936-6853333,3.819,18.33,16.531,14.981,13.354,1.799,1.55,4
05182376-6825457,3.731,18.304,16.505,14.964,13.551,1.799,1.541,4
05313276-6847107,3.624,18.633,16.834,15.294,13.844,1.799,1.54,4
05174637-6706380,4.61,17.126,15.327,13.408,11.446,1.799,1.919,0
05231273-6944184,3.999,17.771,15.972,14.403,13.173,1.799,1.569,0
05271284-6921078,3.63,18.592,16.792,15.309,13.823,1.8,1.483,0
05094358-6521592,5.165,16.31,14.51,12.633,10.136,1.8,1.877,4
05415621-7037573,4.57,18.223,16.423,14.624,11.68,1.8,1.799,4
05033692-6556537,4.124,17.617,15.816,14.23,11.697,1.801,1.586,4
04565087-6832422,3.892,18.256,16.455,14.774,13.13,1.801,1.681,4
04521034-6950339,3.617,18.672,16.871,15.353,13.873,1.801,1.518,4
04570320-6833558,4.134,18.124,16.322,14.529,12.62,1.802,1.793,4
05324424-6621259,4.256,17.132,15.33,13.784,11.161,1.802,1.546,4
05214298-6921296,4.392,17.527,15.725,13.932,12.06,1.802,1.793,0
05082888-6901161,3.835,18.688,16.885,15.132,13.697,1.803,1.753,4
05420035-6926069,4.643,17.177,15.374,13.456,11.457,1.803,1.918,4
05035090-6726352,3.646,18.306,16.503,15.102,13.631,1.803,1.401,4
05311709-6630215,3.61,18.512,16.709,15.305,13.862,1.803,1.404,4
05232376-7005094,3.89,18.125,16.321,14.753,13.093,1.804,1.568,0
04560990-6913064,3.853,18.2,16.396,14.737,13.204,1.804,1.659,4
05255853-6844520,3.979,18.216,16.412,14.648,13.017,1.804,1.764,4
05104636-6858373,3.879,17.85,16.046,14.431,13.105,1.804,1.615,0
04532288-7047096,3.771,18.513,16.709,15.038,13.48,1.804,1.671,4
05180250-7012328,3.705,18.425,16.621,15.103,13.492,1.804,1.518,0
04553698-6718292,4.307,17.331,15.526,13.849,12.14,1.805,1.677,4
05294836-6928583,4.119,17.57,15.765,14.296,12.614,1.805,1.469,4
05240269-7105296,3.832,18.332,16.527,14.9,13.301,1.805,1.627,4
05473664-6907583,3.648,18.447,16.642,15.151,13.757,1.805,1.491,4
05134159-6712097,4.345,17.382,15.577,13.776,11.585,1.805,1.801,4
05113860-6919189,4.022,17.754,15.949,14.261,12.601,1.805,1.688,4
05415193-6923149,3.592,18.952,17.147,15.554,13.992,1.805,1.593,4
05261958-6959228,3.645,18.579,16.773,15.294,13.761,1.806,1.479,0
05371718-7004207,3.553,18.756,16.95,15.391,14.038,1.806,1.559,4
05311631-6916406,3.706,18.602,16.795,15.274,13.633,1.807,1.521,4
05201668-6821532,3.648,18.505,16.698,15.145,13.723,1.807,1.553,0
05354085-6641209,5.035,16.251,14.444,12.443,99.999,1.807,2.001,4
05072768-6901524,3.647,18.571,16.764,15.266,13.933,1.807,1.498,4
05253936-6953110,3.754,18.369,16.561,15.191,13.479,1.808,1.37,4
05044327-7035214,3.605,18.683,16.875,15.351,14.13,1.808,1.524,4
05230277-6920370,4.85,16.923,15.114,13.236,10.939,1.809,1.878,4
05160669-6926299,4.134,17.836,16.027,14.383,12.497,1.809,1.644,4
05015668-7109023,4.028,17.639,15.83,14.358,12.805,1.809,1.472,4
05330672-6657586,4.595,16.795,14.986,13.297,9.412,1.809,1.689,4
04514729-6919244,4.753,16.763,14.954,13.066,11.067,1.809,1.888,4
05153728-6635186,4.081,18.049,16.24,14.556,12.733,1.809,1.684,0
05054550-6858263,3.849,18.267,16.458,14.933,13.412,1.809,1.525,0
05143084-6850463,3.654,18.452,16.643,15.18,13.746,1.809,1.463,0
04511630-6950328,3.61,18.605,16.796,15.349,13.822,1.809,1.447,4
04515695-7011514,4.936,16.623,14.814,12.856,99.999,1.809,1.958,3
05315124-6719288,4.371,17.322,15.512,13.84,10.339,1.81,1.672,4
04543962-7020296,3.93,17.926,16.116,14.545,13.016,1.81,1.571,4
05242379-6931338,4.032,17.855,16.044,14.402,12.814,1.811,1.642,4
05180403-6928271,4.105,17.842,16.031,14.513,12.986,1.811,1.518,4
05083379-6842196,3.814,18.194,16.383,14.786,13.292,1.811,1.597,0
05045574-6843311,3.842,18.123,16.312,14.775,13.355,1.811,1.537,4
05274703-6955246,3.71,18.384,16.573,15.222,15.119,1.811,1.351,4
05024927-6622210,4.777,16.532,14.721,12.969,99.999,1.811,1.752,4
05105920-7021288,4.008,17.923,16.111,14.533,12.739,1.812,1.578,0
05330932-6906388,4.342,17.625,15.813,14.021,10.539,1.812,1.792,4
05415610-6922229,4.115,17.758,15.946,14.319,12.58,1.812,1.627,4
05051637-6842124,3.895,18.135,16.323,14.735,13.249,1.812,1.588,4
05053013-6847345,4.038,18.044,16.231,14.5,12.767,1.813,1.731,4
05040078-6915363,3.941,18.58,16.767,14.889,13.123,1.813,1.878,4
05231249-6652234,3.817,18.128,16.315,14.899,13.418,1.813,1.416,0
05291614-6858116,4.312,17.302,15.489,13.82,99.999,1.813,1.669,3
